id,Pdx,Sdx,number_of_patient
5148,I619,D630,1
5149,I619,D638,2
5150,I619,D649,3
5151,I619,D686,1
5152,I619,D688,1
5153,I619,D689,1
5154,I619,E039,3
5155,I619,E119,7
5156,I619,E222,1
5157,I619,E43,1
5158,I619,E669,1
5159,I619,E785,2
5160,I619,E789,6
5161,I619,E834,1
5162,I619,E871,1
5163,I619,E875,2
5164,I619,E876,2
5165,I619,F100,1
5166,I619,G409,1
5167,I619,G419,1
5168,I619,G810,1
5169,I619,G819,2
5170,I619,G903,1
5171,I619,G911,5
5172,I619,G936,1
5173,I619,H259,1
5174,I619,H402,1
5175,I619,H518,1
5176,I619,I10,22
5177,I619,I251,1
5178,I619,I269,2
5179,I619,I272,1
5180,I619,I351,1
5181,I619,I48,3
5182,I619,I615,1
5183,I619,I620,1
5184,I619,I633,1
5185,I619,I694,3
5186,I619,I802,1
5187,I619,I959,1
5188,I619,J151,1
5189,I619,J181,1
5190,I619,J189,7
5191,I619,J380,1
5192,I619,J398,1
5193,I619,J40,3
5194,I619,J449,1
5195,I619,J952,3
5196,I619,J960,5
5197,I619,J998,1
5198,I619,K551,1
5199,I619,K590,1
5200,I619,K701,1
5201,I619,K719,1
5202,I619,K922,1
5203,I619,M321,1
5204,I619,M6008,1
5205,I619,M8098,1
5206,I619,N085,1
5207,I619,N179,4
5208,I619,N183,2
5209,I619,N185,1
5210,I619,N189,2
5211,I619,N390,6
5212,I619,N459,1
5213,I619,R001,1
5214,I619,R568,3
5215,I619,R680,1
5216,I619,R731,1
5217,I620,A415,1
5218,I620,A499,1
5219,I620,B179,1
5220,I620,b181,1
5221,I620,B962,1
5222,I620,B965,2
5223,I620,B968,1
5224,I620,C61,3
5225,I620,C64,1
5226,I620,C795,1
5227,I620,C920,1
5228,I620,D126,1
5229,I620,D320,1
5230,I620,D432,1
5231,I620,D500,1
5232,I620,D509,2
5233,I620,D561,1
5234,I620,D591,5
5235,I620,D619,1
5236,I620,D62,8
5237,I620,D638,3
5238,I620,D649,1
5239,I620,D683,7
5240,I620,D689,3
5241,I620,D696,9
5242,I620,D70,1
5243,I620,E050,1
5244,I620,E059,1
5245,I620,E112,1
5246,I620,E113,1
5247,I620,E119,25
5248,I620,E162,2
5249,I620,E222,3
5250,I620,E274,1
5251,I620,E785,12
5252,I620,E789,12
5253,I620,E834,2
5254,I620,E835,1
5255,I620,E870,1
5256,I620,E871,12
5257,I620,E876,10
5258,I620,E877,3
5259,I620,F009,1
5260,I620,F010,1
5261,I620,F03,2
5262,I620,F058,2
5263,I620,F059,1
5264,I620,G060,1
5265,I620,G20,1
5266,I620,G309,2
5267,I620,G409,1
5268,I620,G419,1
5269,I620,G470,2
5270,I620,G510,1
5271,I620,G819,8
5272,I620,G911,3
5273,I620,G935,5
5274,I620,G938,1
5275,I620,H356,1
5276,I620,H3602,1
5277,I620,H534,1
5278,I620,I10,44
5279,I620,I211,1
5280,I620,I214,1
5281,I620,I251,10
5282,I620,I260,1
5283,I620,I340,2
5284,I620,I38,1
5285,I620,I460,1
5286,I620,I471,2
5287,I620,I48,16
5288,I620,I495,2
5289,I620,I500,1
5290,I620,I509,1
5291,I620,I517,1
5292,I620,I519,1
5293,I620,I609,1
5294,I620,I615,1
5295,I620,I621,1
5296,I620,I631,1
5297,I620,I633,2
5298,I620,I635,2
5299,I620,I652,1
5300,I620,I676,1
5301,I620,I694,7
5302,I620,I864,1
5303,I620,J150,4
5304,I620,J151,2
5305,I620,J152,1
5306,I620,J156,4
5307,I620,J181,1
5308,I620,J189,1
5309,I620,J209,1
5310,I620,J40,1
5311,I620,J449,1
5312,I620,J690,3
5313,I620,J952,1
5314,I620,J960,5
5315,I620,J981,1
5316,I620,K409,1
5317,I620,K590,2
5318,I620,K610,1
5319,I620,K625,1
5320,I620,K746,1
5321,I620,K758,1
5322,I620,K831,1
5323,I620,K921,1
5324,I620,K922,1
5325,I620,L891,1
5326,I620,M1099,2
5327,I620,M1399,1
5328,I620,M329,2
5329,I620,M6266,1
5330,I620,M8482,1
5331,I620,M950,1
5332,I620,M952,2
5333,I620,N083,1
5334,I620,N10,1
5335,I620,N179,6
5336,I620,N183,1
5337,I620,N185,6
5338,I620,N189,3
5339,I620,N390,15
5340,I620,N40,2
5341,I620,R000,1
5342,I620,R001,2
5343,I620,R101,1
5344,I620,R18,1
5345,I620,R31,1
5346,I620,R33,1
5347,I620,R392,1
5348,I620,R568,5
5349,I620,R570,1
5350,I620,R572,6
5351,I620,R590,1
5352,I620,R730,1
5353,I620,R740,1
5354,I620,R945,1
5355,I620,T810,1
5356,I620,T814,1
5357,I621,D62,1
5358,I621,D696,1
5359,I621,D731,1
5360,I621,G952,1
5361,I621,G959,1
5362,I621,I10,2
5363,I621,J156,1
5364,I621,J690,1
5365,I621,J960,1
5366,I621,K922,1
5367,I621,N319,1
5368,I621,Q273,1
5369,I621,R572,1
5370,I629,A047,1
5371,I629,A418,1
5372,I629,b181,2
5373,I629,B209,1
5374,I629,D638,1
5375,I629,D683,1
5376,I629,E119,1
5377,I629,E789,1
5378,I629,E877,1
5379,I629,G819,1
5380,I629,I10,3
5381,I629,I251,1
5382,I629,I469,1
5383,I629,I48,1
5384,I629,I615,1
5385,I629,I694,1
5386,I629,J90,1
5387,I629,K6500,1
5388,I629,N170,1
5389,I629,R18,1
5390,I630,A090,1
5391,I630,A099,1
5392,I630,C329,1
5393,I630,D509,1
5394,I630,D638,1
5395,I630,E039,2
5396,I630,E050,1
5397,I630,E119,14
5398,I630,E149,1
5399,I630,E222,1
5400,I630,E789,30
5401,I630,E833,1
5402,I630,E834,4
5403,I630,E870,4
5404,I630,E871,2
5405,I630,E872,1
5406,I630,E876,11
5407,I630,F059,1
5408,I630,F152,1
5409,I630,F191,1
5410,I630,F209,1
5411,I630,F322,1
5412,I630,G419,1
5413,I630,G810,1
5414,I630,G935,7
5415,I630,G936,4
5416,I630,I10,36
5417,I630,I251,4
5418,I630,I259,1
5419,I630,I461,1
5420,I630,I48,5
5421,I630,I495,1
5422,I630,I500,1
5423,I630,I501,1
5424,I630,I619,4
5425,I630,I652,2
5426,I630,I675,1
5427,I630,I694,1
5428,I630,I802,1
5429,I630,J150,2
5430,I630,J189,3
5431,I630,J209,2
5432,I630,J380,1
5433,I630,J384,1
5434,I630,J40,2
5435,I630,J449,1
5436,I630,J690,1
5437,I630,J960,8
5438,I630,K250,1
5439,I630,K260,1
5440,I630,K295,1
5441,I630,K30,1
5442,I630,K716,1
5443,I630,K922,1
5444,I630,M1180,1
5445,I630,M4303,1
5446,I630,M4786,1
5447,I630,N10,2
5448,I630,N179,4
5449,I630,N183,1
5450,I630,N189,1
5451,I630,R31,1
5452,I630,R471,1
5453,I630,R54,1
5454,I630,R55,1
5455,I630,R568,3
5456,I630,R731,2
5457,I630,R945,1
5458,I630,T810,1
5459,I631,A410,1
5460,I631,B961,1
5461,I631,B962,1
5462,I631,B965,1
5463,I631,B968,1
5464,I631,C61,1
5465,I631,D131,1
5466,I631,D62,1
5467,I631,D649,1
5468,I631,E059,1
5469,I631,E119,5
5470,I631,E669,1
5471,I631,E789,7
5472,I631,E834,4
5473,I631,E870,1
5474,I631,E871,1
5475,I631,E875,1
5476,I631,E876,4
5477,I631,F059,1
5478,I631,G009,1
5479,I631,G92,1
5480,I631,G936,2
5481,I631,I050,1
5482,I631,I10,10
5483,I631,I214,1
5484,I631,I251,1
5485,I631,I272,1
5486,I631,I350,1
5487,I631,I420,1
5488,I631,I471,1
5489,I631,I48,9
5490,I631,I500,1
5491,I631,I619,2
5492,I631,I620,1
5493,I631,J13,1
5494,I631,J150,1
5495,I631,J155,1
5496,I631,J156,1
5497,I631,J189,1
5498,I631,J209,1
5499,I631,J22,1
5500,I631,J40,1
5501,I631,J441,1
5502,I631,J960,2
5503,I631,K635,1
5504,I631,M1009,1
5505,I631,N10,1
5506,I631,N179,4
5507,I631,N185,1
5508,I631,N319,1
5509,I631,R572,1
5510,I631,R730,1
5511,I631,R731,1
5512,I631,T801,1
5513,I632,A099,1
5514,I632,D509,1
5515,I632,D62,2
5516,I632,D649,1
5517,I632,D696,1
5518,I632,E039,1
5519,I632,E119,12
5520,I632,E149,2
5521,I632,E669,1
5522,I632,E782,4
5523,I632,E785,2
5524,I632,E789,17
5525,I632,E834,1
5526,I632,E870,2
5527,I632,E871,1
5528,I632,E872,1
5529,I632,E876,4
5530,I632,G009,1
5531,I632,G309,1
5532,I632,G431,1
5533,I632,G459,1
5534,I632,G473,1
5535,I632,G935,3
5536,I632,G936,1
5537,I632,H259,1
5538,I632,I10,33
5539,I632,I214,2
5540,I632,I251,3
5541,I632,I259,2
5542,I632,I330,1
5543,I632,I340,1
5544,I632,I422,1
5545,I632,I469,1
5546,I632,I48,5
5547,I632,I500,2
5548,I632,I619,2
5549,I632,I635,1
5550,I632,I652,1
5551,I632,I675,1
5552,I632,I710,1
5553,I632,I724,1
5554,I632,I739,1
5555,I632,I802,1
5556,I632,J150,1
5557,I632,J151,1
5558,I632,J209,1
5559,I632,J40,4
5560,I632,J449,2
5561,I632,J690,1
5562,I632,J960,2
5563,I632,K922,3
5564,I632,M1009,3
5565,I632,M1090,1
5566,I632,M1099,3
5567,I632,M1396,1
5568,I632,N179,2
5569,I632,N183,1
5570,I632,N184,2
5571,I632,N189,1
5572,I632,N300,1
5573,I632,N390,1
5574,I632,N40,1
5575,I632,R066,1
5576,I632,R13,4
5577,I632,R392,2
5578,I632,R490,1
5579,I632,R572,1
5580,I633,A090,1
5581,I633,A099,1
5582,I633,A162,1
5583,I633,A170,1
5584,I633,A415,1
5585,I633,A418,1
5586,I633,A419,4
5587,I633,A523,2
5588,I633,A528,1
5589,I633,A530,1
5590,I633,A539,2
5591,I633,B004,1
5592,I633,B020,1
5593,I633,B179,1
5594,I633,b181,3
5595,I633,B182,1
5596,I633,B24,5
5597,I633,B839,1
5598,I633,B909,2
5599,I633,B952,1
5600,I633,B961,3
5601,I633,B962,7
5602,I633,B965,1
5603,I633,C119,1
5604,I633,C19,1
5605,I633,C20,1
5606,I633,C221,1
5607,I633,C23,1
5608,I633,C252,1
5609,I633,C320,1
5610,I633,C349,3
5611,I633,C509,1
5612,I633,C539,2
5613,I633,C61,2
5614,I633,C64,1
5615,I633,C676,1
5616,I633,C787,1
5617,I633,C795,2
5618,I633,C800,1
5619,I633,C833,1
5620,I633,D332,1
5621,I633,D352,2
5622,I633,D391,1
5623,I633,D45,2
5624,I633,D473,1
5625,I633,D509,9
5626,I633,D560,1
5627,I633,D563,1
5628,I633,D591,1
5629,I633,D62,5
5630,I633,D638,5
5631,I633,D649,5
5632,I633,D65,3
5633,I633,D693,1
5634,I633,D696,6
5635,I633,D721,2
5636,I633,E039,2
5637,I633,E041,5
5638,I633,E059,3
5639,I633,E113,1
5640,I633,E117,1
5641,I633,E119,255
5642,I633,E149,19
5643,I633,E222,2
5644,I633,E249,1
5645,I633,E260,1
5646,I633,E274,1
5647,I633,E662,1
5648,I633,E669,3
5649,I633,E780,3
5650,I633,E781,1
5651,I633,E782,20
5652,I633,E785,3
5653,I633,E789,417
5654,I633,E833,2
5655,I633,E834,24
5656,I633,E835,1
5657,I633,E870,4
5658,I633,E871,12
5659,I633,E872,4
5660,I633,E875,5
5661,I633,E876,63
5662,I633,E880,1
5663,I633,F019,4
5664,I633,F03,2
5665,I633,F059,12
5666,I633,F102,3
5667,I633,F151,1
5668,I633,F152,1
5669,I633,F171,2
5670,I633,F172,8
5671,I633,F209,1
5672,I633,F319,1
5673,I633,F322,2
5674,I633,F329,1
5675,I633,G01,1
5676,I633,G021,1
5677,I633,G040,1
5678,I633,G049,1
5679,I633,G051,1
5680,I633,G20,4
5681,I633,G214,1
5682,I633,G253,1
5683,I633,G309,2
5684,I633,G373,1
5685,I633,G402,2
5686,I633,G409,5
5687,I633,G459,1
5688,I633,G460,38
5689,I633,G461,4
5690,I633,G462,2
5691,I633,G473,3
5692,I633,G510,3
5693,I633,G513,1
5694,I633,G810,3
5695,I633,G811,1
5696,I633,G819,8
5697,I633,G911,4
5698,I633,G912,1
5699,I633,G919,1
5700,I633,G931,1
5701,I633,G935,10
5702,I633,G936,6
5703,I633,H103,1
5704,I633,H259,1
5705,I633,H341,1
5706,I633,H360,1
5707,I633,H3602,1
5708,I633,H401,1
5709,I633,H409,1
5710,I633,H903,1
5711,I633,I050,3
5712,I633,I071,1
5713,I633,I099,1
5714,I633,I10,520
5715,I633,I210,1
5716,I633,I214,5
5717,I633,I251,21
5718,I633,I252,4
5719,I633,I255,1
5720,I633,I259,8
5721,I633,I260,1
5722,I633,I278,1
5723,I633,I340,2
5724,I633,I341,2
5725,I633,I350,3
5726,I633,I351,2
5727,I633,I359,1
5728,I633,I420,7
5729,I633,I429,1
5730,I633,I441,2
5731,I633,I469,1
5732,I633,I471,2
5733,I633,I48,16
5734,I633,I491,1
5735,I633,I493,1
5736,I633,I495,2
5737,I633,I500,12
5738,I633,I509,2
5739,I633,I513,1
5740,I633,I517,3
5741,I633,I609,2
5742,I633,I610,6
5743,I633,I611,5
5744,I633,I615,4
5745,I633,I619,15
5746,I633,I621,2
5747,I633,I629,3
5748,I633,I630,1
5749,I633,I632,1
5750,I633,I652,2
5751,I633,I676,1
5752,I633,I693,2
5753,I633,I694,10
5754,I633,I7000,1
5755,I633,I7020,1
5756,I633,I712,1
5757,I633,I742,1
5758,I633,I802,1
5759,I633,I828,1
5760,I633,J069,1
5761,I633,J129,1
5762,I633,J150,3
5763,I633,J152,2
5764,I633,J156,3
5765,I633,J158,1
5766,I633,J159,1
5767,I633,J181,1
5768,I633,J189,8
5769,I633,J209,3
5770,I633,J40,10
5771,I633,J440,1
5772,I633,J449,11
5773,I633,J459,4
5774,I633,J690,7
5775,I633,J852,1
5776,I633,J90,2
5777,I633,J960,23
5778,I633,J984,3
5779,I633,J988,1
5780,I633,K029,2
5781,I633,K20,1
5782,I633,K219,2
5783,I633,K250,2
5784,I633,K259,1
5785,I633,K269,2
5786,I633,K297,2
5787,I633,K298,2
5788,I633,K30,1
5789,I633,K409,2
5790,I633,K429,1
5791,I633,K550,1
5792,I633,K566,1
5793,I633,K573,1
5794,I633,K625,1
5795,I633,K635,2
5796,I633,K649,1
5797,I633,K703,1
5798,I633,K746,2
5799,I633,K760,2
5800,I633,K763,1
5801,I633,K768,1
5802,I633,K811,1
5803,I633,K838,1
5804,I633,K918,1
5805,I633,K922,10
5806,I633,L031,1
5807,I633,L219,2
5808,I633,L409,1
5809,I633,L509,1
5810,I633,L80,1
5811,I633,L891,1
5812,I633,M0097,1
5813,I633,M0699,1
5814,I633,M1004,1
5815,I633,M1006,4
5816,I633,M1007,1
5817,I633,M1009,2
5818,I633,M1099,15
5819,I633,M1126,1
5820,I633,M1186,1
5821,I633,M1189,1
5822,I633,M1196,1
5823,I633,M130,1
5824,I633,M170,1
5825,I633,M179,3
5826,I633,M314,1
5827,I633,M321,1
5828,I633,M329,1
5829,I633,M4186,2
5830,I633,M4781,1
5831,I633,M4788,1
5832,I633,M4796,1
5833,I633,M4807,2
5834,I633,M4809,3
5835,I633,M750,1
5836,I633,M7916,1
5837,I633,M8199,3
5838,I633,N022,1
5839,I633,N083,1
5840,I633,N085,1
5841,I633,N10,8
5842,I633,N170,2
5843,I633,N179,19
5844,I633,N183,8
5845,I633,N184,7
5846,I633,N185,13
5847,I633,N189,12
5848,I633,N201,1
5849,I633,N300,3
5850,I633,N304,1
5851,I633,N309,1
5852,I633,N323,1
5853,I633,N359,1
5854,I633,N390,16
5855,I633,N40,14
5856,I633,N433,1
5857,I633,N47,1
5858,I633,N939,2
5859,I633,O244,1
5860,I633,R001,3
5861,I633,R042,1
5862,I633,R060,1
5863,I633,R101,1
5864,I633,R13,4
5865,I633,R31,8
5866,I633,R32,1
5867,I633,R33,2
5868,I633,R35,9
5869,I633,R392,3
5870,I633,R418,1
5871,I633,R42,1
5872,I633,R502,1
5873,I633,R509,3
5874,I633,R51,1
5875,I633,R568,10
5876,I633,R571,1
5877,I633,R572,3
5878,I633,R578,1
5879,I633,R579,1
5880,I633,R631,2
5881,I633,R730,6
5882,I633,R731,12
5883,I633,R739,2
5884,I633,R80,1
5885,I633,R876,1
5886,I633,R91,2
5887,I633,T810,1
5888,I633,T812,1
5889,I633,T827,1
5890,I633,T828,1
5891,I634,A090,2
5892,I634,A162,1
5893,I634,A182,1
5894,I634,A411,1
5895,I634,A419,2
5896,I634,A528,2
5897,I634,A530,1
5898,I634,b181,3
5899,I634,B182,1
5900,I634,B24,1
5901,I634,B850,1
5902,I634,B952,1
5903,I634,B961,2
5904,I634,B962,1
5905,I634,B965,1
5906,I634,B980,1
5907,I634,C180,1
5908,I634,C189,1
5909,I634,C20,2
5910,I634,C349,3
5911,I634,C509,1
5912,I634,C539,1
5913,I634,C541,1
5914,I634,C61,1
5915,I634,C780,2
5916,I634,C793,1
5917,I634,D151,1
5918,I634,D469,2
5919,I634,D509,3
5920,I634,D562,1
5921,I634,D563,1
5922,I634,D569,1
5923,I634,D582,1
5924,I634,D62,4
5925,I634,D630,1
5926,I634,D638,4
5927,I634,D649,6
5928,I634,D65,1
5929,I634,D689,3
5930,I634,D696,5
5931,I634,D721,1
5932,I634,E039,1
5933,I634,E050,1
5934,I634,E059,6
5935,I634,E112,1
5936,I634,E119,75
5937,I634,E149,7
5938,I634,E162,1
5939,I634,E210,1
5940,I634,E212,1
5941,I634,E232,1
5942,I634,E559,2
5943,I634,E780,1
5944,I634,E782,5
5945,I634,E789,118
5946,I634,E833,5
5947,I634,E834,35
5948,I634,E835,1
5949,I634,E870,4
5950,I634,E871,3
5951,I634,E875,5
5952,I634,E876,39
5953,I634,E877,1
5954,I634,F03,5
5955,I634,F059,2
5956,I634,F102,1
5957,I634,F103,2
5958,I634,F172,1
5959,I634,F200,1
5960,I634,F209,1
5961,I634,F329,1
5962,I634,G20,1
5963,I634,G309,1
5964,I634,G402,1
5965,I634,G409,1
5966,I634,G460,27
5967,I634,G461,1
5968,I634,G462,2
5969,I634,G473,1
5970,I634,G510,1
5971,I634,G712,1
5972,I634,G819,3
5973,I634,G911,1
5974,I634,G919,2
5975,I634,G930,1
5976,I634,G931,1
5977,I634,G934,2
5978,I634,G935,8
5979,I634,G936,5
5980,I634,H669,1
5981,I634,H729,1
5982,I634,I050,3
5983,I634,I060,1
5984,I634,I10,167
5985,I634,I213,1
5986,I634,I214,10
5987,I634,I219,1
5988,I634,I236,2
5989,I634,I251,23
5990,I634,I252,2
5991,I634,I259,5
5992,I634,I269,2
5993,I634,I270,1
5994,I634,I272,1
5995,I634,I340,4
5996,I634,I350,3
5997,I634,I38,3
5998,I634,I420,4
5999,I634,I421,1
6000,I634,I429,4
6001,I634,I442,2
6002,I634,I471,1
6003,I634,I472,1
6004,I634,I48,215
6005,I634,I490,2
6006,I634,I495,1
6007,I634,I500,15
6008,I634,I509,2
6009,I634,I513,1
6010,I634,I609,2
6011,I634,I610,2
6012,I634,I614,1
6013,I634,I615,1
6014,I634,I619,18
6015,I634,I620,1
6016,I634,I629,1
6017,I634,I631,2
6018,I634,I652,1
6019,I634,I693,1
6020,I634,I694,9
6021,I634,I739,2
6022,I634,I802,2
6023,I634,I842,1
6024,I634,J150,4
6025,I634,J151,1
6026,I634,J156,2
6027,I634,J181,2
6028,I634,J189,8
6029,I634,J209,6
6030,I634,J304,1
6031,I634,J320,1
6032,I634,J40,16
6033,I634,J441,4
6034,I634,J449,5
6035,I634,J690,5
6036,I634,J849,1
6037,I634,J852,1
6038,I634,J90,3
6039,I634,J952,1
6040,I634,J960,21
6041,I634,J981,1
6042,I634,J984,1
6043,I634,K254,2
6044,I634,K291,2
6045,I634,K297,1
6046,I634,K30,2
6047,I634,K449,1
6048,I634,K571,1
6049,I634,K627,1
6050,I634,K635,1
6051,I634,K716,1
6052,I634,K719,1
6053,I634,K746,2
6054,I634,K758,3
6055,I634,K922,4
6056,I634,L030,1
6057,I634,L219,1
6058,I634,L309,1
6059,I634,L509,1
6060,I634,L891,1
6061,I634,L97,1
6062,I634,M1006,1
6063,I634,M1009,1
6064,I634,M1099,7
6065,I634,M1186,2
6066,I634,M1187,1
6067,I634,M1397,1
6068,I634,M329,1
6069,I634,M4809,1
6070,I634,M6226,2
6071,I634,M754,1
6072,I634,M8108,1
6073,I634,M8199,1
6074,I634,N083,1
6075,I634,N10,3
6076,I634,N141,1
6077,I634,N179,15
6078,I634,N182,1
6079,I634,N183,3
6080,I634,N185,4
6081,I634,N189,12
6082,I634,N200,1
6083,I634,N390,8
6084,I634,N40,7
6085,I634,N814,1
6086,I634,Q203,1
6087,I634,Q210,1
6088,I634,Q211,2
6089,I634,Q250,1
6090,I634,Q256,1
6091,I634,R000,1
6092,I634,R001,2
6093,I634,R040,1
6094,I634,R060,1
6095,I634,R13,7
6096,I634,R21,1
6097,I634,R31,2
6098,I634,R33,2
6099,I634,R35,2
6100,I634,R392,3
6101,I634,R418,1
6102,I634,R42,1
6103,I634,R568,7
6104,I634,R572,5
6105,I634,R633,1
6106,I634,R730,3
6107,I634,R731,8
6108,I634,R739,1
6109,I634,R740,1
6110,I634,R80,1
6111,I634,R931,1
6112,I634,T801,1
6113,I634,T810,1
6114,I635,A090,1
6115,I635,A099,1
6116,I635,A162,1
6117,I635,A410,1
6118,I635,A415,1
6119,I635,A419,4
6120,I635,A521,1
6121,I635,A528,1
6122,I635,b181,1
6123,I635,B182,1
6124,I635,B200,1
6125,I635,B24,4
6126,I635,B350,1
6127,I635,B789,2
6128,I635,B89,1
6129,I635,B909,2
6130,I635,B961,1
6131,I635,B962,3
6132,I635,B964,1
6133,I635,B965,1
6134,I635,C189,1
6135,I635,C20,1
6136,I635,C221,1
6137,I635,C341,1
6138,I635,C349,3
6139,I635,C61,6
6140,I635,C64,1
6141,I635,C780,2
6142,I635,C795,2
6143,I635,C859,1
6144,I635,C921,1
6145,I635,D259,1
6146,I635,D320,1
6147,I635,D333,1
6148,I635,D352,1
6149,I635,D45,4
6150,I635,D509,3
6151,I635,D531,1
6152,I635,D560,1
6153,I635,D563,1
6154,I635,D591,1
6155,I635,D619,1
6156,I635,D62,4
6157,I635,D638,7
6158,I635,D649,8
6159,I635,D686,1
6160,I635,D688,1
6161,I635,D696,8
6162,I635,D70,1
6163,I635,D721,1
6164,I635,D759,1
6165,I635,E039,4
6166,I635,E041,2
6167,I635,E042,1
6168,I635,E050,1
6169,I635,E059,5
6170,I635,E111,3
6171,I635,E113,2
6172,I635,E119,136
6173,I635,E149,23
6174,I635,E222,3
6175,I635,E230,1
6176,I635,E260,2
6177,I635,E668,1
6178,I635,E731,1
6179,I635,E781,1
6180,I635,E782,3
6181,I635,E785,1
6182,I635,E789,276
6183,I635,E833,3
6184,I635,E834,16
6185,I635,E835,2
6186,I635,E870,5
6187,I635,E871,5
6188,I635,E872,2
6189,I635,E875,8
6190,I635,E876,32
6191,I635,E877,4
6192,I635,E880,1
6193,I635,F009,1
6194,I635,F019,2
6195,I635,F03,5
6196,I635,F059,5
6197,I635,F102,1
6198,I635,F103,1
6199,I635,F121,1
6200,I635,F151,3
6201,I635,F170,1
6202,I635,F171,5
6203,I635,F172,2
6204,I635,F329,1
6205,I635,F330,1
6206,I635,G20,5
6207,I635,G309,4
6208,I635,G401,1
6209,I635,G402,1
6210,I635,G403,1
6211,I635,G419,4
6212,I635,G439,1
6213,I635,G459,2
6214,I635,G460,57
6215,I635,G461,1
6216,I635,G462,3
6217,I635,G470,1
6218,I635,G473,1
6219,I635,G500,2
6220,I635,G510,2
6221,I635,G700,1
6222,I635,G819,6
6223,I635,G902,1
6224,I635,G912,1
6225,I635,G919,2
6226,I635,G931,2
6227,I635,G934,1
6228,I635,G935,4
6229,I635,G936,5
6230,I635,G952,1
6231,I635,G958,1
6232,I635,H021,1
6233,I635,H103,1
6234,I635,H160,1
6235,I635,H259,2
6236,I635,H350,1
6237,I635,H353,1
6238,I635,H3602,1
6239,I635,H3609,1
6240,I635,H46,1
6241,I635,H544,1
6242,I635,H810,1
6243,I635,H903,1
6244,I635,I050,2
6245,I635,I099,1
6246,I635,I10,342
6247,I635,I213,1
6248,I635,I214,5
6249,I635,I219,1
6250,I635,I251,10
6251,I635,I255,2
6252,I635,I259,8
6253,I635,I260,3
6254,I635,I269,3
6255,I635,I270,3
6256,I635,I272,1
6257,I635,I340,2
6258,I635,I342,1
6259,I635,I350,4
6260,I635,I351,1
6261,I635,I38,2
6262,I635,I420,2
6263,I635,I421,1
6264,I635,I422,1
6265,I635,I428,4
6266,I635,I429,1
6267,I635,I460,1
6268,I635,I469,2
6269,I635,I471,1
6270,I635,I472,1
6271,I635,I48,52
6272,I635,I493,1
6273,I635,I495,2
6274,I635,I499,1
6275,I635,I500,8
6276,I635,I517,1
6277,I635,I518,1
6278,I635,I610,1
6279,I635,I611,2
6280,I635,I615,1
6281,I635,I619,18
6282,I635,I620,1
6283,I635,I652,2
6284,I635,I671,1
6285,I635,I675,1
6286,I635,I676,1
6287,I635,I677,1
6288,I635,I694,4
6289,I635,I714,2
6290,I635,I742,1
6291,I635,I802,3
6292,I635,J069,2
6293,I635,J101,1
6294,I635,J150,4
6295,I635,J151,2
6296,I635,J156,2
6297,I635,J159,1
6298,I635,J189,7
6299,I635,J209,2
6300,I635,J380,2
6301,I635,J40,11
6302,I635,J441,2
6303,I635,J449,9
6304,I635,J459,2
6305,I635,J690,4
6306,I635,J90,6
6307,I635,J948,1
6308,I635,J952,2
6309,I635,J960,11
6310,I635,J981,3
6311,I635,K219,2
6312,I635,K259,1
6313,I635,K260,1
6314,I635,K290,1
6315,I635,K635,1
6316,I635,K648,1
6317,I635,K701,1
6318,I635,K703,1
6319,I635,K746,1
6320,I635,K758,1
6321,I635,K763,2
6322,I635,K868,1
6323,I635,K922,7
6324,I635,L309,1
6325,I635,L400,1
6326,I635,L409,1
6327,I635,L509,1
6328,I635,M0699,1
6329,I635,M1006,3
6330,I635,M1009,1
6331,I635,M1099,18
6332,I635,M1126,1
6333,I635,M1186,2
6334,I635,M130,1
6335,I635,M1399,1
6336,I635,M170,1
6337,I635,M179,2
6338,I635,M2546,1
6339,I635,M314,1
6340,I635,M329,1
6341,I635,M4319,1
6342,I635,M4786,2
6343,I635,M4806,1
6344,I635,M512,2
6345,I635,M5419,1
6346,I635,M5488,1
6347,I635,M6524,1
6348,I635,N10,1
6349,I635,N133,1
6350,I635,N139,1
6351,I635,N141,1
6352,I635,N170,2
6353,I635,N179,25
6354,I635,N183,9
6355,I635,N184,2
6356,I635,N185,5
6357,I635,N189,19
6358,I635,N200,1
6359,I635,N201,1
6360,I635,N300,1
6361,I635,N309,3
6362,I635,N319,1
6363,I635,N390,18
6364,I635,N40,15
6365,I635,N63,1
6366,I635,N761,1
6367,I635,N938,1
6368,I635,Q210,1
6369,I635,Q211,1
6370,I635,Q255,2
6371,I635,R001,2
6372,I635,R13,6
6373,I635,R194,1
6374,I635,R278,1
6375,I635,R31,4
6376,I635,R33,1
6377,I635,R35,4
6378,I635,R392,3
6379,I635,R509,4
6380,I635,R568,8
6381,I635,R570,1
6382,I635,R572,2
6383,I635,R620,1
6384,I635,R631,1
6385,I635,R633,1
6386,I635,R730,2
6387,I635,R731,20
6388,I635,R739,2
6389,I635,R748,1
6390,I635,R80,1
6391,I635,R91,1
6392,I635,T801,2
6393,I638,G810,1
6394,I638,I694,1
6395,I638,M314,1
6396,I639,A165,1
6397,I639,C349,1
6398,I639,D649,1
6399,I639,E119,8
6400,I639,E789,15
6401,I639,E834,1
6402,I639,E835,1
6403,I639,F151,1
6404,I639,G309,1
6405,I639,G629,1
6406,I639,G810,1
6407,I639,G911,3
6408,I639,G936,1
6409,I639,I10,17
6410,I639,I350,1
6411,I639,I48,1
